年,166026
的,64900
月,62954
日,51073
駅,47875
人,33270
者,33259
日本,30938
第,27047
中,24257
化,24051
後,23731
線,23612
場合,22667
性,20126
間,19718
上,17439
現在,17229
時,16591
多く,16552
国,16527
市,16236
使用,15746
一,15716
存在,15252
時代,14906
数,14656
系,14472
列車,13880
世界,13715
行わ,13482
語,13396
呼ば,13197
作品,12788
大,12515
法,12167
県,12015
他,11983
利用,11869
本,11865
家,11759
二,11629
多い,11564
可能,11245
一般,11033
軍,10991
機,10957
鉄道,10913
用い,10798
部,10767
内,10499
次,10457
万,10414
当時,10397
東京,10145
以降,10141
名,10088
開発,10022
等,9917
年代,9859
形,9785
運転,9528
必要,9513
一部,9503
用,9351
以下,9263
世紀,9256
会,9135
問題,8987
時間,8981
車,8942
式,8900
前,8748
地域,8661
関係,8591
受け,8590
学,8511
中心,8419
研究,8392
昭和,8327
三,8302
約,8278
新,8236
両,7886
影響,7827
型,7807
車両,7798
側,7766
考え,7713
点,7678
意味,7651
一方,7630
行っ,7604
見,7594
同,7529
特に,7523
路線,7519
地,7479
号,7467
以上,7461
際,7375
同じ,7370
主,7367
回,7322
力,7292
分,7207
国際,7124
持つ,7094
行う,7087
各,6896
使わ,6863
以外,6846
平成,6832
放送,6803
主義,6791
編成,6791
物,6760
設置,6724
元,6710
映画,6695
開始,6626
戦,6623
言語,6594
登場,6558
位,6522
区,6475
部分,6467
社会,6464
派,6457
発売,6437
体,6434
量,6430
機能,6396
政府,6379
地方,6371
発表,6369
町,6368
例,6352
版,6352
活動,6281
度,6255
状態,6255
目,6244
権,6240
下,6174
戦争,6158
州,6135
都市,6105
文字,6096
結果,6069
事,6067
頃,6062
円,6045
中国,6004
事業,5983
構造,5949
漫画,5927
機関,5921
音楽,5889
同様,5887
変更,5865
対応,5829
経済,5777
全,5730
採用,5730
参照,5724
場,5687
技術,5643
区間,5561
大学,5559
発生,5527
計画,5412
基本,5386
国家,5371
当初,5273
期,5268
長,5224
代表,5195
情報,5163
彼,5156
得,5153
一つ,5150
運行,5141
記録,5077
中央,5038
定義,5026
最も,5011
面,4975
構成,4960
知ら,4938
局,4922
神,4916
作,4906
論,4906
異なる,4905
氏,4904
政治,4903
建設,4902
社,4891
賞,4884
旧,4836
高い,4824
明治,4811
歳,4804
設定,4799
大きな,4787
最初,4731
文化,4711
会社,4707
初,4694
方法,4650
開催,4644
表記,4641
導入,4640
歴史,4640
同年,4632
説,4608
目的,4599
高,4590
電子,4585
与え,4568
制,4549
実際,4532
所,4511
大きく,4469
生産,4467
方式,4466
位置,4446
運動,4441
表示,4433
例えば,4430
重要,4409
十,4408
表現,4395
方,4384
全て,4378
人間,4377
大阪,4366
種,4355
以前,4337
含む,4307
北,4276
事件,4261
高速,4253
科学,4232
道,4231
特急,4224
国内,4201
自身,4185
値,4174
率,4164
呼ぶ,4146
及び,4144
独立,4142
向け,4133
変化,4129
名称,4108
教育,4100
通り,4081
様々,4077
自由,4046
通常,4033
対象,4022
販売,3996
学校,3991
急行,3984
程度,3978
朝,3966
年度,3962
交通,3958
東,3955
自然,3930
億,3919
決定,3885
別,3877
単位,3871
島,3871
時期,3870
郡,3860
書,3855
年間,3852
王,3816
世,3815
参加,3803
非,3794
最大,3779
曲,3774
初期,3764
廃止,3745
空間,3745
含ま,3742
全体,3722
道路,3716
持っ,3697
普通,3661
発展,3658
番組,3655
製造,3637
加え,3634
電車,3628
理由,3627
多数,3617
南,3614
英語,3613
攻撃,3601
非常,3598
直通,3596
金,3590
装置,3583
色,3582
水,3576
人口,3572
国民,3568
電気,3555
再,3547
分類,3540
認め,3539
計算,3533
開業,3528
始め,3527
組織,3521
宇宙,3500
条,3499
管理,3496
委員,3493
特徴,3492
監督,3472
選挙,3458
完全,3442
代,3441
子,3434
方面,3433
快速,3425
連合,3424
自分,3413
女性,3412
形式,3396
終了,3392
複数,3386
出,3379
帝国,3376
西,3362
企業,3347
音,3347
天皇,3342
規模,3339
初めて,3335
手,3334
現,3328
実施,3318
馬,3313
選手,3308
続け,3302
京都,3294
支配,3293
大統領,3277
成立,3266
最終,3256
制度,3256
台,3252
発見,3252
速度,3247
小説,3246
経,3246
理論,3245
施設,3236
分野,3229
接続,3229
改正,3214
言葉,3206
試合,3196
場所,3184
内容,3183
